Conditions,Conditions
Back,Back
Delete,Delete
"Are you sure you want to do this?","Are you sure you want to do this?"
Reset,Reset
Save,Save
"Save and Continue Edit","Save and Continue Edit"
"For all products matching the conditions below","For all products matching the conditions below"
"Apply the rule only if the following conditions are met (leave blank for all products).","Apply the rule only if the following conditions are met (leave blank for all products)."
"Web Site","Web Site"
"Customer Group","Customer Group"
"Customer Lifetime Sales >=","Customer Lifetime Sales >="
"Base Currency","Base Currency"
Points,Points
"Add Earn Rate","Add Earn Rate"
"Add Spend Rate","Add Spend Rate"
"%1 Returned to Reward Points","%1 Returned to Reward Points"
"%1 Reimbursed spent Reward Points","%1 Reimbursed spent Reward Points"
"Save Transaction","Save Transaction"
"Checkout now to earn <strong>%1 %2%3</strong> for your order.","Checkout now to earn <strong>%1 %2%3</strong> for your order."
"This amount can vary after logging in. <a href=""%1"">Learn more</a>.","This amount can vary after logging in. <a href=""%1"">Learn more</a>."
"Subscribe to Newsletter to earn <strong>%1 %2%3</strong>. <a href=""%4"">Learn more</a>.","Subscribe to Newsletter to earn <strong>%1 %2%3</strong>. <a href=""%4"">Learn more</a>."
"Register now to earn <strong>%1 %2%3</strong>. <a href=""%4"">Learn more</a>.","Register now to earn <strong>%1 %2%3</strong>. <a href=""%4"">Learn more</a>."
"%1 Returned to %2","%1 Returned to %2"
"%1 Reimbursed spent %2","%1 Reimbursed spent %2"
"The coupon generation has been added to queue and will be performed soon.","The coupon generation has been added to queue and will be performed soon."
"Coupon Generation","Coupon Generation"
Coupons,Coupons
"File is not uploaded","File is not uploaded"
"Import successfully completed! %1 of %2 records have been imported. See details in log file: %3","Import successfully completed! %1 of %2 records have been imported. See details in log file: %3"
"Aheadworks Reward Points","Aheadworks Reward Points"
Customers,Customers
"Condition must be instance of %1","Condition must be instance of %1"
"Rule was successfully deleted.","Rule was successfully deleted."
"The rule #"%1" not found.","The rule #"%1" not found."
"Edit ""%1"" Rule","Edit ""%1"" Rule"
"New Rule","New Rule"
"Points Earning Rules","Points Earning Rules"
"A total of %1 rule(s) were deleted.","A total of %1 rule(s) were deleted."
"A total of %1 rule(s) were disabled.","A total of %1 rule(s) were disabled."
"A total of %1 rule(s) were enabled.","A total of %1 rule(s) were enabled."
"Rule was saved successfully","Rule was saved successfully"
"Something went wrong while saving the rule","Something went wrong while saving the rule"
Transactions,Transactions
"Please correct the data sent.","Please correct the data sent."
"Something went wrong while saving the transaction.","Something went wrong while saving the transaction."
"New Transaction","New Transaction"
"You saved the transactions.","You saved the transactions."
"%1 were successfully removed.","%1 were successfully removed."
"You are not using %1 in your shopping cart.","You are not using %1 in your shopping cart."
"Coupon ""%1"" has been successfully activated.","Coupon ""%1"" has been successfully activated."
"Coupon ""%1"" does not exist.","Coupon ""%1"" does not exist."
"Page not found.","Page not found."
"Your Reward Points subscription settings were updated.","Your Reward Points subscription settings were updated."
"Something went wrong while saving your Reward Points subscription.","Something went wrong while saving your Reward Points subscription."
"Unknown calculator: %s requested","Unknown calculator: %s requested"
"Calculator instance %s does not implement required interface.","Calculator instance %s does not implement required interface."
"Item processor must implements %1","Item processor must implements %1"
"Type processor must implements %1","Type processor must implements %1"
"Applying points on discount products are disabled","Applying points on discount products are disabled"
"Category of quote item product isn't allowed for points applying","Category of quote item product isn't allowed for points applying"
"Applying points on subscription products are disabled","Applying points on subscription products are disabled"
"Lifetime Sales Start Date is invalid. Enter valid date.","Lifetime Sales Start Date is invalid. Enter valid date."
"""Customer Lifetime Sales"" values can't be the same for one group","""Customer Lifetime Sales"" values can't be the same for one group"
"Icons Only","Icons Only"
"Icons with Counter (vertical)","Icons with Counter (vertical)"
"Icons with Counter (horizontal)","Icons with Counter (horizontal)"
"A total of %1 coupon(s) have been deleted.","A total of %1 coupon(s) have been deleted."
"A total of %1 coupon(s) have been disabled.","A total of %1 coupon(s) have been disabled."
"A total of %1 coupon(s) have been enabled.","A total of %1 coupon(s) have been enabled."
"Coupon ""%1"" has already been used.","Coupon ""%1"" has already been used."
"Coupon ""%1""","Coupon ""%1"""
"Invalid customer selection","Invalid customer selection"
"Expiration date cannot be in the past","Expiration date cannot be in the past"
"Invalid input date format %1","Invalid input date format %1"
"You can not save the transaction. The transaction is not active.","You can not save the transaction. The transaction is not active."
"Points balance adjustment","Points balance adjustment"
"To apply changes you should fill in hidden required ""%1"" field","To apply changes you should fill in hidden required ""%1"" field"
"Unknown action type: %1 requested","Unknown action type: %1 requested"
"Subtotal (Excl. Tax)","Subtotal (Excl. Tax)"
"Subtotal (Incl. Tax)","Subtotal (Incl. Tax)"
Subtotal,Subtotal
"Total Items Quantity","Total Items Quantity"
"Total Weight","Total Weight"
"Payment Method","Payment Method"
"Shipping Method","Shipping Method"
"Shipping Postcode","Shipping Postcode"
"Shipping Region","Shipping Region"
"Shipping State/Province","Shipping State/Province"
"Shipping Country","Shipping Country"
"Product attribute combination","Product attribute combination"
"Products subselection","Products subselection"
"Cart Attribute","Cart Attribute"
"Conditions combination","Conditions combination"
"Product Attribute","Product Attribute"
"Product resolver must implements %1","Product resolver must implements %1"
"Verification error while importing data. Details are available in log file: %1","Verification error while importing data. Details are available in log file: %1"
"Missing a required field: %1","Missing a required field: %1"
"Missing required value %1 in row %2","Missing required value %1 in row %2"
"Customer Name","Customer Name"
"Customer Email","Customer Email"
"Lifetime sales","Lifetime sales"
"Current customer balance","Current customer balance"
"Total points earned","Total points earned"
"Total points spent","Total points spent"
Website,Website
"Balance Update Notifications (status)","Balance Update Notifications (status)"
"Points Expiration Notification (status)","Points Expiration Notification (status)"
"Customer with email %1 wasn't found","Customer with email %1 wasn't found"
"Required field %1 is missing","Required field %1 is missing"
"Points balance is invalid for customer with email %1","Points balance is invalid for customer with email %1"
"We can't rebuild the index for an undefined entity.","We can't rebuild the index for an undefined entity."
"Bad value was supplied.","Bad value was supplied."
"Requested points summary doesn't exist","Requested points summary doesn't exist"
"Collection processor must implement %1","Collection processor must implement %1"
"IMPORT: Balance adjusted","IMPORT: Balance adjusted"
"Product share already exists","Product share already exists"
"Could save product share","Could save product share"
"Cart %1 doesn't contain products","Cart %1 doesn't contain products"
"No 1% to be used","No 1% to be used"
"Could not apply %1","Could not apply %1"
"No possibility to use %1 discounts in the cart","No possibility to use %1 discounts in the cart"
"Could not remove %1","Could not remove %1"
"%1 were successfully applied. Important: points can not cover the whole purchase.","%1 were successfully applied. Important: points can not cover the whole purchase."
"%1 were successfully applied.","%1 were successfully applied."
"Before Tax","Before Tax"
"After Tax","After Tax"
Default,Default
Disabled,Disabled
Enabled,Enabled
No,No
"Once a year","Once a year"
"ALL GROUPS","ALL GROUPS"
Сatalog,Сatalog
Cart,Cart
Yes,Yes
"Not Subscribed","Not Subscribed"
Waiting,Waiting
Cancelled,Cancelled
Subscribed,Subscribed
Unsubscribed,Unsubscribed
"Order Id","Order Id"
"Credit Memo Id","Credit Memo Id"
"Transaction Id","Transaction Id"
"Earning Rule Id","Earning Rule Id"
"In X days","In X days"
"On exact date","On exact date"
Active,Active
Used,Used
Expired,Expired
"On hold","On hold"
"Balance adjusted by admin","Balance adjusted by admin"
"Order canceled","Order canceled"
"Refund by Reward Points","Refund by Reward Points"
"Reimburse of spent Reward Points","Reimburse of spent Reward Points"
Registration,Registration
"Customer birthday","Customer birthday"
"Review approved by admin","Review approved by admin"
"Newsletter signup","Newsletter signup"
"Points spent on an order","Points spent on an order"
"Points rewarded for an order","Points rewarded for an order"
"Points rewarded for product share","Points rewarded for product share"
"Points rewarded for a coupon","Points rewarded for a coupon"
"Cancel earned points for refund order","Cancel earned points for refund order"
"Points expired","Points expired"
"Balance adjusted while import","Balance adjusted while import"
"Balance adjusted by Refer a Friend","Balance adjusted by Refer a Friend"
"Registration Refer a Friend","Registration Refer a Friend"
"Duplicated store view in storefront descriptions found.","Duplicated store view in storefront descriptions found."
"Default values of storefront descriptions (for All Store Views option) aren't set.","Default values of storefront descriptions (for All Store Views option) aren't set."
"%1 %2","%1 %2"
"Requested transaction doesn't exist","Requested transaction doesn't exist"
"No Reward Points to be used","No Reward Points to be used"
"Something went wrong while saving your %1 subscription.","Something went wrong while saving your %1 subscription."
"Your %1 subscription settings were updated.","Your %1 subscription settings were updated."
"Date of Birth can be modified only once a year.","Date of Birth can be modified only once a year."
Error!,Error!
"No such entity!","No such entity!"
Message,Message
GENERAL,GENERAL
Edit,Edit
"Are you sure you want to delete selected item?","Are you sure you want to delete selected item?"
"All Store Views","All Store Views"
Action,Action
"Use %1 (%2 available)","Use %1 (%2 available)"
"Refund to Reward Points","Refund to Reward Points"
"Enter coupon code","Enter coupon code"
"Apply coupon","Apply coupon"
"Your current balance is <strong>%1 %2</strong>","Your current balance is <strong>%1 %2</strong>"
"Spend <strong>%1</strong> to earn <strong>%2 %3</strong>, and get a bonus discount of <strong>%4</strong>","Spend <strong>%1</strong> to earn <strong>%2 %3</strong>, and get a bonus discount of <strong>%4</strong>"
"Spend <strong>%1</strong> to earn more and spend them!","Spend <strong>%1</strong> to earn more and spend them!"
"It can be redeemed for <strong>%1</strong> at checkout","It can be redeemed for <strong>%1</strong> at checkout"
"Earn <strong>%1</strong> or more %2 to spend them on checkout","Earn <strong>%1</strong> or more %2 to spend them on checkout"
"Click <a href=""%1"">here</a> to learn more about %2 program.","Click <a href=""%1"">here</a> to learn more about %2 program."
"Edit Email Preferences","Edit Email Preferences"
"Transactions History","Transactions History"
"Transaction ID","Transaction ID"
Balance,Balance
Comment,Comment
"Transaction Date","Transaction Date"
"Expiration Date","Expiration Date"
"Hold period expiration","Hold period expiration"
"You have no transactions.","You have no transactions."
"Subscribe to balance update notifications","Subscribe to balance update notifications"
"Subscribe to points expiration reminders","Subscribe to points expiration reminders"
"You have %1 %2 (%3)","You have %1 %2 (%3)"
"Items %1 to %2 of %3 total","Items %1 to %2 of %3 total"
"%1 Item","%1 Item"
"%1 Item(s)","%1 Item(s)"
Page,Page
Previous,Previous
"You're currently reading page","You're currently reading page"
Next,Next
Show,Show
"per page","per page"
"You have <strong>%1</strong> %2 which gives <strong>%3</strong> discount. You can apply your %2 on checkout.","You have <strong>%1</strong> %2 which gives <strong>%3</strong> discount. You can apply your %2 on checkout."
twitter,twitter
"Share this page to earn <strong>%1</strong> %2 (<strong>%3</strong> discount).","Share this page to earn <strong>%1</strong> %2 (<strong>%3</strong> discount)."
"No customers added. Please add customers.","No customers added. Please add customers."
"Previous Page","Previous Page"
"Next Page","Next Page"
"Delete file","Delete file"
"Delete image","Delete image"
Import,Import
"We couldn't find any records.","We couldn't find any records."
"records found","records found"
selected,selected
"Your %reward_points_label_name balance has been updated","Your %reward_points_label_name balance has been updated"
"Your %reward_points_label_name balance at","Your %reward_points_label_name balance at"
"has just been changed:","has just been changed:"
"%points_label_name balance added","%points_label_name balance added"
"These %points_label_name will expire on","These %points_label_name will expire on"
"days left","days left"
today,today
"Your current balance is","Your current balance is"
"%points_label_name, which equals to","%points_label_name, which equals to"
"worth of discount.","worth of discount."
"Click <a href=""%rp_program_url"">here</a> to learn more about our loyalty program.","Click <a href=""%rp_program_url"">here</a> to learn more about our loyalty program."
"Click here to <a href=""%unsubscribe_url"">unsubscribe</a>","Click here to <a href=""%unsubscribe_url"">unsubscribe</a>"
"Your %reward_points_label_name balance will be expired","Your %reward_points_label_name balance will be expired"
Cancel,Cancel
"Please login for use ","Please login for use "
"Use ","Use "
" "," "
"Remove ","Remove "
Remove,Remove
Notice,Notice
"Please enter a non-decimal number greater than 0 in this field.","Please enter a non-decimal number greater than 0 in this field."
"1 ","1 "
"You can apply up to ","You can apply up to "
"Used ","Used "
"Reward Points by Aheadworks","Reward Points by Aheadworks"
"Save Transactions","Save Transactions"
"Aheadworks Extensions","Aheadworks Extensions"
"Reward Points","Reward Points"
Calculation,Calculation
"Points earning calculation","Points earning calculation"
"<b>Before Tax:</b><br />Points = (Subtotal - Discounts) * Earn Rate<br /><br /><b>After Tax:</b><br />Points = (Subtotal + Tax - Discounts) * Earn Rate","<b>Before Tax:</b><br />Points = (Subtotal - Discounts) * Earn Rate<br /><br /><b>After Tax:</b><br />Points = (Subtotal + Tax - Discounts) * Earn Rate"
"Allow applying points to shipping amount","Allow applying points to shipping amount"
"Allow applying points to tax amount","Allow applying points to tax amount"
"Start Date of Lifetime Sales Calculation","Start Date of Lifetime Sales Calculation"
"Leave empty if Lifetime Sales should be calculated from Magento installation date","Leave empty if Lifetime Sales should be calculated from Magento installation date"
"Earn Rates","Earn Rates"
"<b>Earn Rate</b> defines what percentage of the customers spendings will be converted to points. If no Earn Rates are created, then a customer will only be able to recieve points for general store activities.<br /><br />NOTE: Do not use decimal values in rates. If you need to set up 10% rebate rate, set it like this: $10 = 1 point.","<b>Earn Rate</b> defines what percentage of the customers spendings will be converted to points. If no Earn Rates are created, then a customer will only be able to recieve points for general store activities.<br /><br />NOTE: Do not use decimal values in rates. If you need to set up 10% rebate rate, set it like this: $10 = 1 point."
"Spend Rates","Spend Rates"
"<b>Spend Rate</b> defines how points are treated when applied to an order. Setting Spend Rate is obligatory, no points earned for any kind of store activities can be applied unless the spend rates are set.<br /><br />NOTE: Do not use decimal values in rates. If you need 1 point to equal $0.1 on the checkout, set it up like 10 points = $1.","<b>Spend Rate</b> defines how points are treated when applied to an order. Setting Spend Rate is obligatory, no points earned for any kind of store activities can be applied unless the spend rates are set.<br /><br />NOTE: Do not use decimal values in rates. If you need 1 point to equal $0.1 on the checkout, set it up like 10 points = $1."
"Refund to Reward Points Automatically","Refund to Reward Points Automatically"
"Points can't be used unless the balance is greater than","Points can't be used unless the balance is greater than"
"empty or 0 - no limitations","empty or 0 - no limitations"
"Share of purchase that could be covered by points, %","Share of purchase that could be covered by points, %"
"Points Usage Limit, %","Points Usage Limit, %"
"Enable applying points on subscription products","Enable applying points on subscription products"
"Cancel points earned on refunded order","Cancel points earned on refunded order"
"Reimburse Points Spent on Refunded Order","Reimburse Points Spent on Refunded Order"
"Reward points expire in, days","Reward points expire in, days"
"empty or 0 - reward points will never expire","empty or 0 - reward points will never expire"
"Reward points holding period, days","Reward points holding period, days"
"empty or 0 - reward points for the transaction will be available immediately","empty or 0 - reward points for the transaction will be available immediately"
"Restrict points earning for products on sale","Restrict points earning for products on sale"
"Restrict points spending for products on sale","Restrict points spending for products on sale"
"Restrict points earning with Cart Price rules","Restrict points earning with Cart Price rules"
"Restrict points spending with Cart Price rules","Restrict points spending with Cart Price rules"
"Points Awarded for","Points Awarded for"
"Only for customers who subscribed for the first time.","Only for customers who subscribed for the first time."
"Sharing on social network","Sharing on social network"
"This option defines how many points a customer will receive for each interaction with social buttons on a product page. For example, for each a Tweet action. A customer can not earn additional points for sharing the same page via the same social network. However, he can earn points for sharing other pages.<br /><br />NOTE: We strongly recommend to set up earning limitations in the fields below so that a customer doesn't exploit the option too much.","This option defines how many points a customer will receive for each interaction with social buttons on a product page. For example, for each a Tweet action. A customer can not earn additional points for sharing the same page via the same social network. However, he can earn points for sharing other pages.<br /><br />NOTE: We strongly recommend to set up earning limitations in the fields below so that a customer doesn't exploit the option too much."
"Sharing on social network daily limit, points","Sharing on social network daily limit, points"
"Sharing on social network monthly limit, points","Sharing on social network monthly limit, points"
"Product review","Product review"
"After approval by administrator","After approval by administrator"
"Product review daily limit, points","Product review daily limit, points"
"Product review points awarded to product owners only","Product review points awarded to product owners only"
"Add points for birthday in X days in advance","Add points for birthday in X days in advance"
"Limit DOB change by customer","Limit DOB change by customer"
Storefront,Storefront
"Points Balance in Top Link","Points Balance in Top Link"
"Hide the top-link if Reward Points balance is empty","Hide the top-link if Reward Points balance is empty"
"Reward program explainer page","Reward program explainer page"
"Display block with discount information","Display block with discount information"
"Display social sharing buttons at product page","Display social sharing buttons at product page"
"Display invitation to newsletter subscription","Display invitation to newsletter subscription"
"Display an invitation to register","Display an invitation to register"
"Promo text on categories","Promo text on categories"
"Will be displayed when a product matches 2 or more rules","Will be displayed when a product matches 2 or more rules"
"Promo text for registered customers on product pages","Promo text for registered customers on product pages"
"Use ""%X"" as a variable to show a number of points. Leave empty to disable.","Use ""%X"" as a variable to show a number of points. Leave empty to disable."
"Promo text for not logged in visitors on product pages","Promo text for not logged in visitors on product pages"
"Rename Reward Points Tab","Rename Reward Points Tab"
"Rename Reward Points","Rename Reward Points"
"This does not change the “Page title“, “Content Heading“ and Content field.","This does not change the “Page title“, “Content Heading“ and Content field."
"Email Notifications","Email Notifications"
Sender,Sender
"Subscribe Customers to Reward Points Notifications by Default","Subscribe Customers to Reward Points Notifications by Default"
"Balance Update Template","Balance Update Template"
"Points balance notifications sent when","Points balance notifications sent when"
"Points expiration reminder template","Points expiration reminder template"
"Expiration reminder timing, days","Expiration reminder timing, days"
"AW Reward Points","AW Reward Points"
"Reward points for order %order_id","Reward points for order %order_id"
"Reward points for registration","Reward points for registration"
"Reward points for customer birthday","Reward points for customer birthday"
"Reward points for review","Reward points for review"
"Reward points for share","Reward points for share"
"Reward points for newsletter signup","Reward points for newsletter signup"
"Spent reward points on order %order_id","Spent reward points on order %order_id"
"Expired reward points from transaction %transaction_id","Expired reward points from transaction %transaction_id"
"Refund to Reward Points from order %order_id, Credit Memo %creditmemo_id","Refund to Reward Points from order %order_id, Credit Memo %creditmemo_id"
"Reimbursed spent Reward Points from order %order_id, Credit Memo %creditmemo_id","Reimbursed spent Reward Points from order %order_id, Credit Memo %creditmemo_id"
"Reimbursed spent Reward Points from cancel order %order_id","Reimbursed spent Reward Points from cancel order %order_id"
"Cancel earned points for refund order %order_id, Credit Memo %creditmemo_id","Cancel earned points for refund order %order_id, Credit Memo %creditmemo_id"
"Rules: %rule_ids","Rules: %rule_ids"
"Multiply a default earn rate","Multiply a default earn rate"
"Add a fixed amount of points in addition to earning rate","Add a fixed amount of points in addition to earning rate"
"Indexed rule/product association","Indexed rule/product association"
"Returned to Reward Points","Returned to Reward Points"
"Reimbursed spent Reward Points","Reimbursed spent Reward Points"
Settings,Settings
Readme,Readme
"Get Support","Get Support"
Generate,Generate
"Coupon Quantity","Coupon Quantity"
"Code Length","Code Length"
"Length of codes excluding prefix","Length of codes excluding prefix"
"Code Prefix","Code Prefix"
"Coupon Balance","Coupon Balance"
"Are you sure you want to delete the selected coupons?","Are you sure you want to delete the selected coupons?"
"Delete coupons","Delete coupons"
Enable,Enable
"Are you sure you want to enable the selected coupons?","Are you sure you want to enable the selected coupons?"
"Enable coupons","Enable coupons"
Disable,Disable
"Are you sure you want to disable the selected coupons?","Are you sure you want to disable the selected coupons?"
"Disable coupons","Disable coupons"
ID,ID
Code,Code
Status,Status
"Created At","Created At"
"Updated At","Updated At"
"Go to Transactions","Go to Transactions"
Select...,Select...
"Import From Csv File","Import From Csv File"
Rule,Rule
"General Settings","General Settings"
"Enable Rule","Enable Rule"
Name,Name
Description,Description
From,From
To,To
Priority,Priority
"Discard Subsequent Rules","Discard Subsequent Rules"
"Promo Settings","Promo Settings"
Add,Add
"Store View","Store View"
"Text on Categories","Text on Categories"
"Replaces a text set in the general settings","Replaces a text set in the general settings"
"Text on Products","Text on Products"
"Replaces a text set in the general settings. You can use ""%X"" variable to specify an exact amount of points","Replaces a text set in the general settings. You can use ""%X"" variable to specify an exact amount of points"
Type,Type
Actions,Actions
"To disable earning select ""Multiply a default earn rate"" and set the multiplier to 0","To disable earning select ""Multiply a default earn rate"" and set the multiplier to 0"
"Multiply points by","Multiply points by"
"Add a fixed amount of points","Add a fixed amount of points"
"The points are added on top of earned points","The points are added on top of earned points"
"Not recommended for using with bundle products due to an issue with partial invoices and refunds. See <a href=""https://aheadworks.com/resources/points-and-rewards/user-manual-points-and-rewards"" target=""_blank"">Readme</a> for details.","Not recommended for using with bundle products due to an issue with partial invoices and refunds. See <a href=""https://aheadworks.com/resources/points-and-rewards/user-manual-points-and-rewards"" target=""_blank"">Readme</a> for details."
"Add New Rule","Add New Rule"
"Delete items","Delete items"
"Are you sure you want to delete selected items?","Are you sure you want to delete selected items?"
"Date Start","Date Start"
"Date Expire","Date Expire"
from,from
to,to
"Comment To Customer","Comment To Customer"
"Comment To Admin","Comment To Admin"
"Balance Change","Balance Change"
"Balance Adjusted","Balance Adjusted"
"Balance Update Notified","Balance Update Notified"
"Expiration Notified","Expiration Notified"
"Created By","Created By"
Phone,Phone
ZIP,ZIP
Country,Country
State/Province,State/Province
"Customer Since","Customer Since"
"Confirmed email","Confirmed email"
"Account Created in","Account Created in"
"Billing Address","Billing Address"
"Shipping Address","Shipping Address"
"Date of Birth","Date of Birth"
"Tax VAT Number","Tax VAT Number"
Gender,Gender
"Street Address","Street Address"
City,City
Fax,Fax
"VAT Number","VAT Number"
Company,Company
"Billing Firstname","Billing Firstname"
"Billing Lastname","Billing Lastname"
"Account Lock","Account Lock"
Transaction,Transaction
"You can use negative value to decrease points balance.","You can use negative value to decrease points balance."
"Comment (visible for customer)","Comment (visible for customer)"
"Comment (visible for admin only)","Comment (visible for admin only)"
Expire,Expire
"Expire in, days","Expire in, days"
"0 or empty value means the transaction will never expire","0 or empty value means the transaction will never expire"
"An empty value means the transaction never expire","An empty value means the transaction never expire"
"Add Customer","Add Customer"
"Add Selected Customers","Add Selected Customers"
"Add Customers","Add Customers"
Customer,Customer
"Customer Id","Customer Id"
"Add New Transaction","Add New Transaction"
"Allow spending points for products in category","Allow spending points for products in category"
"Balance Summary","Balance Summary"
"Transaction History","Transaction History"
"Balance Adjustment","Balance Adjustment"
"Restrict points earning with Cart Price rules","Restrict points earning with Cart Price rules"
"Restrict points spending with Cart Price rules","Restrict points spending with Cart Price rules"
"Access denied message", "Access denied message"
"Points Spending Rules", "Points Spending Rules"
"Points Rounding Rule", "Points Rounding Rule"
"Auto rounding", "Auto rounding"
"Round down > Round down (1.99 to 1)", "Round down > Round down (1.99 to 1)"
"Round up > Round up (1.99 to 2)", "Round up > Round up (1.99 to 2)"
"Overrides settings in store configuration. Set to 0 to disable spending", "Overrides settings in store configuration. Set to 0 to disable spending"
